Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-total_sequences	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed
SRR1795041_1	54.29159929321913	51.0	9.090909090909092	47.0	42496153.0	1.8200261977762053
SRR1795041_2	52.06543008402557	51.0	18.181818181818183	47.0	42496153.0	4.3591949070187646
SRR1795042_1	53.74817806180585	51.0	9.090909090909092	47.0	47206499.0	1.6373906565737242
SRR1795042_2	52.088022585290894	51.0	9.090909090909092	47.0	47206499.0	3.7948598776538764
SRR1795043_1	55.716357948104516	51.0	9.090909090909092	47.0	51489367.0	1.9491065552446594
SRR1795043_2	54.4464857952991	51.0	9.090909090909092	47.0	51489367.0	3.9414365025741196
SRR1795044_1	52.23162531316159	51.0	9.090909090909092	47.0	38272896.0	1.6879385369330653
SRR1795044_2	51.111132980724626	51.0	9.090909090909092	47.0	38272896.0	3.4733370233249836
SRR1795045_1	53.99289954849449	51.0	9.090909090909092	48.0	46215122.0	1.704462049643133
SRR1795045_2	54.86527253624958	51.0	9.090909090909092	47.0	46215122.0	3.123563635941585
SRR1795046_1	51.11443114669049	51.0	9.090909090909092	48.0	37775085.0	1.7194626833958904
SRR1795046_2	51.68522102694453	51.0	9.090909090909092	47.0	37775085.0	3.208889471698597
SRR1795047_1	52.95889451983338	51.0	9.090909090909092	48.0	44918121.0	2.080097835671038
SRR1795047_2	53.99602133778386	51.0	9.090909090909092	47.0	44918121.0	3.302227467199184
SRR1795048_1	59.22900996113694	51.0	9.090909090909092	48.0	47636992.0	1.825082762177269
SRR1795048_2	60.59689491098709	51.0	9.090909090909092	47.0	47636992.0	3.5080656250849565
SRR1795049_1	51.15382766479413	51.0	9.090909090909092	48.0	40683276.0	1.7887184761369852
SRR1795049_2	52.500089397589086	51.0	9.090909090909092	47.0	40683276.0	2.917135180713434
SRR1795050_1	55.12837051304691	51.0	9.090909090909092	48.0	51675498.0	1.8197933847055467
SRR1795050_2	55.921930962989705	51.0	9.090909090909092	47.0	51675498.0	3.1359446970703337
SRR1795051_1	51.38978916527198	51.0	9.090909090909092	48.0	39551370.0	1.9638832371424708
SRR1795051_2	52.36112150859432	51.0	9.090909090909092	47.0	39551370.0	3.4188935434957566
SRR1795052_1	51.2170130812195	51.0	9.090909090909092	48.0	37957958.0	1.6940587732539745
SRR1795052_2	52.11883321554459	51.0	9.090909090909092	48.0	37957958.0	3.5055499984441503
SRR1795053_1	39.097777806722135	50.0	36.36363636363637	48.0	50903162.0	2.729352019428577
SRR1795053_2	47.25034588671186	50.0	36.36363636363637	49.0	50903162.0	4.801595704408304
SRR1795054_1	26.3562760211085	50.0	18.181818181818183	48.0	48909279.0	1.881030346000398
SRR1795054_2	44.44119247765599	50.0	36.36363636363637	48.0	48909279.0	4.749886335474297
SRR1795055_1	46.95358976972756	50.0	27.27272727272727	48.0	57302342.0	1.9347068571822075
SRR1795055_2	49.87355470517656	50.0	36.36363636363637	48.0	57302342.0	4.654497646885009
SRR1795056_1	38.22452657464822	50.0	36.36363636363637	48.0	51384839.0	2.4531393394070964
SRR1795056_2	47.884712413933094	50.0	36.36363636363637	49.0	51384839.0	4.734098865231435
SRR1795057_1	38.18180684998281	50.0	36.36363636363637	48.0	47664245.0	2.660025434159295
SRR1795057_2	46.56494842898298	50.0	36.36363636363637	49.0	47664245.0	4.8543996028889165
SRR1795058_1	44.78006945839932	50.0	36.36363636363637	48.0	48760818.0	3.3157112335564185
SRR1795058_2	46.32214753732974	50.0	36.36363636363637	49.0	48760818.0	4.758993009510218
SRR1795059_1	45.33888289626844	50.0	27.27272727272727	48.0	52331336.0	1.9142710593132957
SRR1795059_2	48.30903853187555	50.0	36.36363636363637	49.0	52331336.0	4.846479669466111
SRR1795060_1	26.52667151945093	50.0	18.181818181818183	48.0	50919254.0	1.9027047018402903
SRR1795060_2	44.647070720481295	50.0	36.36363636363637	49.0	50919254.0	4.772244542310066
SRR1795061_1	54.79408221579836	51.0	9.090909090909092	47.0	39769898.0	1.9427661042510487
SRR1795061_2	53.4455153703515	51.0	9.090909090909092	47.0	39769898.0	4.019624857680935
SRR1795062_1	52.55515951060315	51.0	9.090909090909092	47.0	39060711.0	1.8002828328183884
SRR1795062_2	51.81957187798155	51.0	9.090909090909092	47.0	39060711.0	3.5809575268310794
SRR1795063_1	53.31384091151013	51.0	9.090909090909092	47.0	40606791.0	1.7740867676107501
SRR1795063_2	51.90512108080361	51.0	9.090909090909092	47.0	40606791.0	3.5585902223045576
SRR1795064_1	53.22627240738865	51.0	9.090909090909092	47.0	39596570.0	1.6738959272205134
SRR1795064_2	51.90527447696549	51.0	9.090909090909092	47.0	39596570.0	3.3656271782344467
SRR1795065_1	54.19903461726258	51.0	9.090909090909092	47.0	44095662.0	1.7412007557568814
SRR1795065_2	52.54441551872118	51.0	9.090909090909092	47.0	44095662.0	4.059789239985717
SRR1795066_1	54.416484936351054	51.0	9.090909090909092	47.0	43299496.0	1.7593537664398917
SRR1795066_2	52.27968379852942	51.0	18.181818181818183	47.0	43299496.0	4.365999603157995
SRR1795067_1	54.55345638736773	51.0	9.090909090909092	47.0	41778790.0	1.7324279879345288
SRR1795067_2	53.302080236068015	51.0	9.090909090909092	47.0	41778790.0	3.3174927596834025
SRR1795068_1	54.38200935934538	51.0	9.090909090909092	47.0	41802988.0	1.713666459234267
SRR1795068_2	53.72090371855525	51.0	9.090909090909092	47.0	41802988.0	3.5212991351287157
SRR1795069_1	53.03659727030421	51.0	9.090909090909092	48.0	44496974.0	1.7691167308696225
SRR1795069_2	54.22938966313161	51.0	9.090909090909092	47.0	44496974.0	3.1060056565009675
SRR1795070_1	55.76751039715437	51.0	9.090909090909092	48.0	51741800.0	1.7262236266820794
SRR1795070_2	56.847026806650426	51.0	9.090909090909092	47.0	51741800.0	3.082098449776147
SRR1795071_1	52.77238896056372	51.0	9.090909090909092	48.0	44166839.0	1.6208424658892642
SRR1795071_2	54.31769508848287	51.0	9.090909090909092	47.0	44166839.0	2.6900002475417644
SRR1795072_1	57.35152990166325	51.0	9.090909090909092	48.0	47855065.0	1.80618015308204
SRR1795072_2	47.709213611742676	51.0	27.27272727272727	47.0	47855065.0	3.0746864434902164
SRR1795073_1	53.344208258225535	51.0	9.090909090909092	47.0	40467966.0	1.7391381210743622
SRR1795073_2	54.3130676223157	51.0	9.090909090909092	47.0	40467966.0	2.8988866180731496
SRR1795074_1	51.799180438533824	51.0	9.090909090909092	48.0	39498881.0	1.696450491304586
SRR1795074_2	52.767836314123215	51.0	9.090909090909092	47.0	39498881.0	2.952026194680022
SRR1795075_1	51.640812560955105	51.0	9.090909090909092	48.0	38996877.0	1.7420335640582443
SRR1795075_2	52.59869693042622	51.0	9.090909090909092	47.0	38996877.0	2.9835523375220987
SRR1795076_1	54.24320569069885	51.0	9.090909090909092	47.0	44209793.0	1.6679354366612138
SRR1795076_2	55.697249167016565	51.0	9.090909090909092	47.0	44209793.0	2.909161715706336
SRR1795077_1	47.61770129105097	50.0	27.27272727272727	48.0	55930253.0	2.1603919081145584
SRR1795077_2	48.690392752412095	50.0	9.090909090909092	48.0	55930253.0	2.502570585546967
SRR1795078_1	50.96182361740341	50.0	18.181818181818183	48.0	56947448.0	1.5339493703036526
SRR1795078_2	49.98234885968057	50.0	18.181818181818183	48.0	56947448.0	2.915760228623414
SRR1795079_1	50.55523702274011	50.0	18.181818181818183	49.0	58697559.0	1.4880782010032136
SRR1795079_2	46.96333478687739	50.0	18.181818181818183	49.0	58697559.0	2.8816672257188753
SRR1795080_1	49.21800267532163	50.0	9.090909090909092	49.0	54672021.0	1.5294273463935055
SRR1795080_2	48.36368113115561	50.0	9.090909090909092	49.0	54672021.0	2.7907704381369034
SRR1795081_1	49.42433599497507	50.0	18.181818181818183	48.0	55201105.0	1.5531515899908164
SRR1795081_2	48.85148611866865	50.0	9.090909090909092	48.0	55201105.0	2.7280921278659185
SRR1795082_1	48.99785124680783	50.0	27.27272727272727	48.0	59842124.0	2.1569769482112635
SRR1795082_2	50.10053318064854	50.0	18.181818181818183	48.0	59842124.0	2.511147766078624
SRR1795083_1	51.42754237744	50.0	18.181818181818183	49.0	63068421.0	1.557212951312036
SRR1795083_2	50.57547958414986	50.0	27.27272727272727	49.0	63068421.0	2.631159261145923
SRR1795084_1	47.129392966074825	50.0	27.27272727272727	49.0	54453738.0	2.1944405726563714
SRR1795084_2	48.26907722463819	50.0	9.090909090909092	49.0	54453738.0	2.5906870525582653
SRR1795085_1	54.58766815556902	51.0	9.090909090909092	47.0	43665640.0	1.6985357141131525
SRR1795085_2	53.43234613247751	51.0	9.090909090909092	47.0	43665640.0	3.224537959949521
SRR1795086_1	51.981283245753644	51.0	9.090909090909092	47.0	38153309.0	1.6752814643822642
SRR1795086_2	50.68109993351705	51.0	9.090909090909092	47.0	38153309.0	3.6084091426934384
SRR1795087_1	54.998953346184024	51.0	9.090909090909092	47.0	45031299.0	1.875397254469695
SRR1795087_2	52.83769443395299	51.0	18.181818181818183	47.0	45031299.0	4.715920573638453
SRR1795088_1	53.47959690442927	51.0	9.090909090909092	47.0	39323449.0	1.6775041034377103
SRR1795088_2	52.72749294794076	51.0	9.090909090909092	47.0	39323449.0	3.684794819917007
SRR1795089_1	55.22200428136825	51.0	9.090909090909092	48.0	49106722.0	1.8589053258090313
SRR1795089_2	54.80108447398065	51.0	9.090909090909092	47.0	49106722.0	3.4994571738719458
SRR1795090_1	54.57939834492607	51.0	9.090909090909092	47.0	42910134.0	1.857737308924393
SRR1795090_2	52.71733314263473	51.0	9.090909090909092	47.0	42910134.0	3.525333647657364
SRR1795091_1	53.59935540668807	51.0	9.090909090909092	47.0	43235319.0	1.6930355335772824
SRR1795091_2	52.42547020080083	51.0	9.090909090909092	47.0	43235319.0	3.7750291653006753
SRR1795092_1	55.213498173970976	51.0	9.090909090909092	47.0	40259053.0	1.7915850541009704
SRR1795092_2	53.27883862602189	51.0	9.090909090909092	47.0	40259053.0	3.9872456834520587
SRR1795093_1	52.963274011251	51.0	9.090909090909092	48.0	41808957.0	1.5716515426277171
SRR1795093_2	54.36572734159426	51.0	9.090909090909092	47.0	41808957.0	3.1063401360734875
SRR1795094_1	56.627350994902606	51.0	9.090909090909092	48.0	54269154.0	1.052797423195432
SRR1795094_2	58.426424413487695	51.0	9.090909090909092	47.0	54269154.0	0.9445489522283617
SRR1795095_1	51.19400628609998	51.0	9.090909090909092	48.0	40880555.0	1.7166653763221498
SRR1795095_2	52.66400060861139	51.0	9.090909090909092	47.0	40880555.0	3.106244569350497
SRR1795096_1	50.52870695853393	51.0	9.090909090909092	48.0	37990681.0	1.7883394439108196
SRR1795096_2	51.80254990590319	51.0	9.090909090909092	47.0	37990681.0	3.136382107940175
SRR1795097_1	50.66429204751156	51.0	9.090909090909092	48.0	37694699.0	1.675112793685383
SRR1795097_2	51.723978949553754	51.0	9.090909090909092	47.0	37694699.0	3.0157715279806316
SRR1795098_1	66.36911026522117	51.0	9.090909090909092	46.0	48391734.0	1.7505137972368523
SRR1795098_2	66.84630698089039	51.0	9.090909090909092	46.0	48391734.0	3.3598700400961445
SRR1795099_1	64.47260017375642	51.0	9.090909090909092	46.0	43539613.0	1.862623624254673
SRR1795099_2	65.06002714606296	51.0	9.090909090909092	46.0	43539613.0	3.2931055040770865
SRR1795100_1	52.15778292285921	51.0	9.090909090909092	48.0	41455227.0	1.8049321632955866
SRR1795100_2	53.12608112686587	51.0	9.090909090909092	47.0	41455227.0	3.2788418534852877
SRR1795101_1	49.189877615197815	49.767151124079525	10.0	48.0	56508235.0	0.9836138652078328
SRR1795101_2	48.69072491416432	49.51028217391678	10.0	48.0	56508235.0	0.9831036541490262
SRR1795102_1	44.44248803076212	49.536770187720506	10.0	48.0	55066866.0	1.116112320011756
SRR1795102_2	48.43619857928832	49.66968632280617	10.0	48.0	55066866.0	0.9848024419858242
SRR1795103_1	49.1871228856069	50.0	9.090909090909092	48.0	56190036.0	1.539213393634416
SRR1795103_2	48.79285682878657	50.0	9.090909090909092	48.0	56190036.0	2.3572797853341827
SRR1795104_1	48.10509618410834	50.0	27.27272727272727	48.0	56581482.0	2.1040543264667404
SRR1795104_2	49.1787168614664	50.0	9.090909090909092	48.0	56581482.0	2.7891987700145426
SRR1795105_1	49.76263653804599	50.0	9.090909090909092	48.0	51375514.0	1.5524836987518995
SRR1795105_2	48.92052973924529	50.0	18.181818181818183	48.0	51375514.0	2.9390413106134567
SRR1795106_1	44.34473736479907	49.51703368166203	10.0	48.0	55058150.0	1.1146430939317564
SRR1795106_2	49.10008320719882	49.690114033980436	10.0	48.0	55058150.0	0.9828029222898967
SRR1795107_1	43.7853369226559	49.50661514200911	10.0	49.0	56671119.0	1.1048837030442136
SRR1795107_2	48.55652251764246	49.67133424699096	10.0	49.0	56671119.0	0.9789914164738756
SRR1795108_1	46.407095109105725	49.61199769946227	10.0	49.0	55209701.0	1.0713360740965558
SRR1795108_2	49.10061187036433	49.69885573189393	10.0	49.0	55209701.0	0.9747648964894958
SRR1795109_1	53.56743065645482	51.0	9.090909090909092	47.0	42120216.0	1.6711226984117995
SRR1795109_2	52.111906214419726	51.0	9.090909090909092	47.0	42120216.0	3.264302292444531
SRR1795110_1	53.487127909540256	51.0	9.090909090909092	47.0	40220510.0	1.6758004565234963
SRR1795110_2	52.34702589092895	51.0	9.090909090909092	47.0	40220510.0	3.2623594475632887
SRR1795111_1	54.42644874504052	51.0	9.090909090909092	47.0	45487154.0	1.6297077338948633
SRR1795111_2	53.355880742014016	51.0	9.090909090909092	47.0	45487154.0	3.4936153105348997
SRR1795112_1	53.24200539661258	51.0	9.090909090909092	48.0	39352249.0	2.0273331175318297
SRR1795112_2	52.19334440644335	51.0	9.090909090909092	47.0	39352249.0	4.125455522025602
SRR1795113_1	54.222025496489536	51.0	9.090909090909092	47.0	40316681.0	1.8512803767789532
SRR1795113_2	52.710574366687595	51.0	9.090909090909092	47.0	40316681.0	4.1528388319309455
SRR1795114_1	55.03272849170733	51.0	9.090909090909092	47.0	39422045.0	1.7063691836660944
SRR1795114_2	53.94902780734165	51.0	9.090909090909092	47.0	39422045.0	3.3059235924328885
SRR1795115_1	53.38996066251759	51.0	9.090909090909092	47.0	41906770.0	1.709740220877878
SRR1795115_2	51.5523695202922	51.0	9.090909090909092	47.0	41906770.0	3.529083772402032
SRR1795116_1	54.142641797728	51.0	9.090909090909092	47.0	45224923.0	1.641372937348779
SRR1795116_2	53.32836524610611	51.0	9.090909090909092	47.0	45224923.0	3.07114586561303
SRR1795117_1	53.121698758803404	51.0	9.090909090909092	48.0	40270929.0	1.6154573108225705
SRR1795117_2	54.45714016288637	51.0	18.181818181818183	47.0	40270929.0	3.1895924958963944
SRR1795118_1	54.313207259771254	51.0	9.090909090909092	48.0	46769379.0	1.7216474136241338
SRR1795118_2	55.74429340362083	51.0	9.090909090909092	47.0	46769379.0	2.9838615342827657
SRR1795119_1	53.27403616402787	51.0	9.090909090909092	48.0	43966026.0	1.6279594576761895
SRR1795119_2	54.78868236725565	51.0	9.090909090909092	47.0	43966026.0	2.694562031003791
SRR1795120_1	51.77158362439917	51.0	9.090909090909092	48.0	38142306.0	1.789269960577139
SRR1795120_2	52.4439966770572	51.0	9.090909090909092	47.0	38142306.0	3.382635379347284
SRR1795121_1	51.2559138353878	51.0	9.090909090909092	48.0	38253143.0	1.8606519290120942
SRR1795121_2	51.87779444755191	51.0	9.090909090909092	47.0	38253143.0	3.399726181054087
SRR1795122_1	51.48567227748849	51.0	9.090909090909092	48.0	39401657.0	1.6668588328658358
SRR1795122_2	52.191278179860845	51.0	9.090909090909092	47.0	39401657.0	2.9967581133483203
SRR1795123_1	51.30679237930734	51.0	9.090909090909092	48.0	40531114.0	1.8034149193697095
SRR1795123_2	51.79644554477925	51.0	9.090909090909092	47.0	40531114.0	3.3006918982745734
SRR1795124_1	74.54698510940312	51.0	9.090909090909092	45.0	52467473.0	2.500303490552193
SRR1795124_2	73.11305510062093	51.0	9.090909090909092	45.0	52467473.0	3.650699668240356
SRR1795125_1	44.412416723222094	50.0	36.36363636363637	48.0	45345096.0	3.3246173742801206
SRR1795125_2	45.98475610921828	50.0	36.36363636363637	48.0	45345096.0	4.996592266559541
SRR1795126_1	39.0029077332088	50.0	36.36363636363637	48.0	52958866.0	2.6210346724569216
SRR1795126_2	47.274768851987034	50.0	36.36363636363637	49.0	52958866.0	4.750351338716354
SRR1795127_1	44.98223927211609	50.0	36.36363636363637	49.0	50959322.0	3.2909211782684236
SRR1795127_2	46.59457244832039	50.0	36.36363636363637	49.0	50959322.0	4.7132798195392
SRR1795128_1	45.031388936222214	50.0	36.36363636363637	49.0	47696523.0	3.318545211356392
SRR1795128_2	46.47241368146188	50.0	36.36363636363637	49.0	47696523.0	4.731904713473559
SRR1795129_1	50.567789799047894	50.0	18.181818181818183	48.0	55224784.0	1.5543481347070547
SRR1795129_2	49.79507573407379	50.0	18.181818181818183	48.0	55224784.0	2.609746884659612
SRR1795130_1	51.8056185279548	50.0	18.181818181818183	48.0	60776824.0	1.543714623850697
SRR1795130_2	50.86471655371244	50.0	27.27272727272727	48.0	60776824.0	2.9323741233994065
SRR1795131_1	42.06655263001067	50.0	27.27272727272727	49.0	59684853.0	2.947657892363411
SRR1795131_2	47.5914549385676	50.0	18.181818181818183	49.0	59684853.0	2.5219813475958466
SRR1795132_1	49.67549028771083	50.0	18.181818181818183	49.0	54846262.0	1.5466807200096881
SRR1795132_2	48.898715316510675	50.0	9.090909090909092	49.0	54846262.0	2.709984027717331
SRR1795133_1	53.76701100210533	51.0	9.090909090909092	47.0	39416718.0	1.8115401852445194
SRR1795133_2	52.90723877729452	51.0	9.090909090909092	47.0	39416718.0	3.8028811063585444
SRR1795134_1	57.477170605925764	51.0	9.090909090909092	47.0	43226195.0	1.7598331334987598
SRR1795134_2	55.97364890850624	51.0	9.090909090909092	47.0	43226195.0	3.3030403593623423
SRR1795135_1	54.596564104391014	51.0	9.090909090909092	47.0	43548246.0	1.8041537960755831
SRR1795135_2	53.706808997796756	51.0	9.090909090909092	47.0	43548246.0	3.692994913742155
SRR1795136_1	52.33194417871261	51.0	9.090909090909092	47.0	38438396.0	1.740022974862498
SRR1795136_2	51.11762257772908	51.0	9.090909090909092	47.0	38438396.0	3.787995946430598
SRR1795137_1	54.19937755382407	51.0	9.090909090909092	47.0	40815388.0	2.0643922960874366
SRR1795137_2	53.304405943819404	51.0	9.090909090909092	47.0	40815388.0	4.013937336671198
SRR1795138_1	53.48130454928256	51.0	9.090909090909092	48.0	39758323.0	1.7312016532941774
SRR1795138_2	52.31237417693133	51.0	9.090909090909092	47.0	39758323.0	3.6511510099777245
SRR1795139_1	55.10771133525766	51.0	9.090909090909092	47.0	39602766.0	1.8379421810498553
SRR1795139_2	53.55259324966757	51.0	9.090909090909092	47.0	39602766.0	3.4966190562171797
SRR1795140_1	57.3577716098973	51.0	9.090909090909092	47.0	46229338.0	1.7845051589720522
SRR1795140_2	56.056751707976815	51.0	9.090909090909092	47.0	46229338.0	3.774089450788698
SRR1795141_1	52.43707036802699	51.0	9.090909090909092	48.0	40719720.0	1.647769237135823
SRR1795141_2	53.60992811651023	51.0	9.090909090909092	48.0	40719720.0	3.1442406293367364
SRR1795142_1	52.65480094316023	51.0	9.090909090909092	48.0	40840165.0	1.721896694052025
SRR1795142_2	53.64455659853021	51.0	9.090909090909092	47.0	40840165.0	2.9970117148443562
SRR1795143_1	52.61114190608424	51.0	9.090909090909092	48.0	39433396.0	1.5769467754353863
SRR1795143_2	53.843542917841766	51.0	9.090909090909092	48.0	39433396.0	3.1208504926467233
SRR1795144_1	52.67094196835683	51.0	9.090909090909092	48.0	43091931.0	1.877504630739337
SRR1795144_2	53.93159771439613	51.0	9.090909090909092	47.0	43091931.0	3.2258238878215244
SRR1795145_1	51.360773691433344	51.0	9.090909090909092	48.0	38495555.0	1.6729686038286962
SRR1795145_2	52.67331976055221	51.0	9.090909090909092	47.0	38495555.0	2.9094456107831608
SRR1795146_1	51.23238280814182	51.0	9.090909090909092	48.0	38480180.0	1.8865825288269868
SRR1795146_2	52.27471838010188	51.0	9.090909090909092	48.0	38480180.0	2.998698520212988
SRR1795147_1	62.388241615151365	51.0	9.090909090909092	46.0	39923449.0	1.7990835312811562
SRR1795147_2	63.01957324840154	51.0	9.090909090909092	46.0	39923449.0	2.803266389762519
SRR1795148_1	63.81412701406441	51.0	9.090909090909092	46.0	42544481.0	1.9334608922853807
SRR1795148_2	52.720464352839805	51.0	36.36363636363637	46.0	42544481.0	3.0691793179113076
SRR1795149_1	43.45890320124135	50.0	36.36363636363637	48.0	44805967.0	3.233887977465144
SRR1795149_2	45.54291219624312	50.0	27.27272727272727	48.0	44805967.0	4.419965224721074
SRR1795150_1	37.28374435940586	50.0	36.36363636363637	49.0	47042469.0	2.4903264324838053
SRR1795150_2	44.825995786391694	50.0	27.27272727272727	49.0	47042469.0	4.732613545432745
SRR1795151_1	38.54873875668423	50.0	36.36363636363637	49.0	43258202.0	2.5849673086273905
SRR1795151_2	45.75274049216604	50.0	27.27272727272727	49.0	43258202.0	4.517818008247314
SRR1795152_1	39.54933083250886	50.0	36.36363636363637	48.0	44150591.0	2.2460660152884477
SRR1795152_2	46.02498363102811	50.0	27.27272727272727	49.0	44150591.0	4.581223929709117
SRR1795153_1	37.20324419098887	50.0	36.36363636363637	48.0	49941737.0	2.48883650162188
SRR1795153_2	46.6980242150906	50.0	36.36363636363637	48.0	49941737.0	4.747800261732987
SRR1795154_1	40.31749668206053	50.0	27.27272727272727	49.0	37762454.0	1.9369113564494511
SRR1795154_2	43.417004489480505	50.0	36.36363636363637	49.0	37762454.0	4.663532195232863
SRR1795155_1	37.677863530948954	50.0	36.36363636363637	49.0	41902656.0	2.5505949312616365
SRR1795155_2	44.91972561764469	50.0	27.27272727272727	49.0	41902656.0	4.450460180853452
SRR1795156_1	36.79582243154185	50.0	36.36363636363637	49.0	42066708.0	2.481094123172177
SRR1795156_2	44.49337851114168	50.0	27.27272727272727	49.0	42066708.0	4.467565229967603
SRR1795157_1	55.74168693429035	51.0	9.090909090909092	47.0	41069434.0	1.6172183706562624
SRR1795157_2	54.979852572147045	51.0	9.090909090909092	47.0	41069434.0	3.4606322035592925
SRR1795158_1	55.20355507126277	51.0	9.090909090909092	47.0	42791234.0	1.6276238112822132
SRR1795158_2	53.985231254319864	51.0	9.090909090909092	46.0	42791234.0	3.5574973135853014
SRR1795159_1	55.67388491949463	51.0	9.090909090909092	47.0	45777848.0	1.9627207327996068
SRR1795159_2	55.229116238459866	51.0	9.090909090909092	47.0	45777848.0	3.7426842216734326
SRR1795160_1	54.19241000301203	51.0	9.090909090909092	47.0	42348114.0	1.699175052365482
SRR1795160_2	52.66226744281408	51.0	9.090909090909092	47.0	42348114.0	3.330058524901857
SRR1795161_1	53.161007058345476	51.0	9.090909090909092	47.0	40374756.0	1.656845513402814
SRR1795161_2	52.040133890459046	51.0	9.090909090909092	47.0	40374756.0	3.649229993816812
SRR1795162_1	55.659600764770865	51.0	9.090909090909092	47.0	44418193.0	1.774684495413232
SRR1795162_2	53.5317728067269	51.0	18.181818181818183	47.0	44418193.0	4.259918903049479
SRR1795163_1	55.791107574298216	51.0	9.090909090909092	47.0	46345721.0	1.6517240747480204
SRR1795163_2	54.68312706207992	51.0	9.090909090909092	47.0	46345721.0	3.2138366869159842
SRR1795164_1	54.31146583784953	51.0	9.090909090909092	47.0	41679946.0	1.7165790840854682
